#vpair_t0, override_cs0, override_ct, override_cf
-2.998046875000000000e+02 1.323242187500000000e+02 -8.349609375000000000e+01 -9.716796875000000000e+01
-4.248046875000000000e+02 6.982421875000000000e+01 -1.459960937500000000e+02 -1.596679687500000000e+02
-1.748046875000000000e+02 1.948242187500000000e+02 -2.099609375000000000e+01 -3.466796875000000000e+01
-2.373046875000000000e+02 1.010742187500000000e+02 -1.147460937500000000e+02 -3.417968750000000000e+00
-4.873046875000000000e+02 2.260742187500000000e+02 -2.397460937500000000e+02 -1.284179687500000000e+02
-3.623046875000000000e+02 3.857421875000000000e+01 -5.224609375000000000e+01 -6.591796875000000000e+01
-1.123046875000000000e+02 1.635742187500000000e+02 -1.772460937500000000e+02 -1.909179687500000000e+02
-8.105468750000000000e+01 8.544921875000000000e+01 -3.662109375000000000e+01 -1.440429687500000000e+02
-3.310546875000000000e+02 2.104492187500000000e+02 -1.616210937500000000e+02 -1.904296875000000000e+01
-4.560546875000000000e+02 2.294921875000000000e+01 -9.912109375000000000e+01 -2.065429687500000000e+02
-2.060546875000000000e+02 1.479492187500000000e+02 -2.241210937500000000e+02 -8.154296875000000000e+01
-1.435546875000000000e+02 5.419921875000000000e+01 -1.303710937500000000e+02 -1.127929687500000000e+02
-3.935546875000000000e+02 1.791992187500000000e+02 -5.371093750000000000e+00 -2.377929687500000000e+02
-2.685546875000000000e+02 1.166992187500000000e+02 -1.928710937500000000e+02 -5.029296875000000000e+01
-1.855468750000000000e+01 2.416992187500000000e+02 -6.787109375000000000e+01 -1.752929687500000000e+02
-2.636718750000000000e+01 5.810546875000000000e+01 -2.490234375000000000e+01 -1.948242187500000000e+02
-2.763671875000000000e+02 1.831054687500000000e+02 -1.499023437500000000e+02 -6.982421875000000000e+01
-4.013671875000000000e+02 1.206054687500000000e+02 -8.740234375000000000e+01 -1.323242187500000000e+02
-1.513671875000000000e+02 2.456054687500000000e+02 -2.124023437500000000e+02 -7.324218750000000000e+00
-2.138671875000000000e+02 8.935546875000000000e+01 -1.811523437500000000e+02 -3.857421875000000000e+01
-4.638671875000000000e+02 2.143554687500000000e+02 -5.615234375000000000e+01 -1.635742187500000000e+02
-3.388671875000000000e+02 2.685546875000000000e+01 -2.436523437500000000e+02 -1.010742187500000000e+02
-8.886718750000000000e+01 1.518554687500000000e+02 -1.186523437500000000e+02 -2.260742187500000000e+02
-1.201171875000000000e+02 1.049804687500000000e+02 -2.280273437500000000e+02 -1.791992187500000000e+02
-3.701171875000000000e+02 2.299804687500000000e+02 -1.030273437500000000e+02 -5.419921875000000000e+01
-4.951171875000000000e+02 4.248046875000000000e+01 -1.655273437500000000e+02 -2.416992187500000000e+02
-2.451171875000000000e+02 1.674804687500000000e+02 -4.052734375000000000e+01 -1.166992187500000000e+02
-1.826171875000000000e+02 1.123046875000000000e+01 -7.177734375000000000e+01 -8.544921875000000000e+01
-4.326171875000000000e+02 1.362304687500000000e+02 -1.967773437500000000e+02 -2.104492187500000000e+02
-3.076171875000000000e+02 7.373046875000000000e+01 -9.277343750000000000e+00 -2.294921875000000000e+01
-5.761718750000000000e+01 1.987304687500000000e+02 -1.342773437500000000e+02 -1.479492187500000000e+02
-4.199218750000000000e+01 6.591796875000000000e+01 -9.521484375000000000e+01 -1.088867187500000000e+02
-2.919921875000000000e+02 1.909179687500000000e+02 -2.202148437500000000e+02 -2.338867187500000000e+02
-4.169921875000000000e+02 3.417968750000000000e+00 -3.271484375000000000e+01 -4.638671875000000000e+01
-1.669921875000000000e+02 1.284179687500000000e+02 -1.577148437500000000e+02 -1.713867187500000000e+02
-2.294921875000000000e+02 3.466796875000000000e+01 -1.889648437500000000e+02 -1.401367187500000000e+02
-4.794921875000000000e+02 1.596679687500000000e+02 -6.396484375000000000e+01 -1.513671875000000000e+01
-3.544921875000000000e+02 9.716796875000000000e+01 -1.264648437500000000e+02 -2.026367187500000000e+02
-1.044921875000000000e+02 2.221679687500000000e+02 -1.464843750000000000e+00 -7.763671875000000000e+01
-7.324218750000000000e+01 1.904296875000000000e+01 -1.420898437500000000e+02 -3.076171875000000000e+01
-3.232421875000000000e+02 1.440429687500000000e+02 -1.708984375000000000e+01 -1.557617187500000000e+02
-4.482421875000000000e+02 8.154296875000000000e+01 -2.045898437500000000e+02 -9.326171875000000000e+01
-1.982421875000000000e+02 2.065429687500000000e+02 -7.958984375000000000e+01 -2.182617187500000000e+02
-1.357421875000000000e+02 1.127929687500000000e+02 -4.833984375000000000e+01 -2.495117187500000000e+02
-3.857421875000000000e+02 2.377929687500000000e+02 -1.733398437500000000e+02 -1.245117187500000000e+02
-2.607421875000000000e+02 5.029296875000000000e+01 -1.108398437500000000e+02 -1.870117187500000000e+02
-1.074218750000000000e+01 1.752929687500000000e+02 -2.358398437500000000e+02 -6.201171875000000000e+01
-1.464843750000000000e+01 2.490234375000000000e+01 -1.245117187500000000e+02 -1.538085937500000000e+02
-2.646484375000000000e+02 1.499023437500000000e+02 -2.495117187500000000e+02 -2.880859375000000000e+01
-3.896484375000000000e+02 8.740234375000000000e+01 -6.201171875000000000e+01 -2.163085937500000000e+02
-1.396484375000000000e+02 2.124023437500000000e+02 -1.870117187500000000e+02 -9.130859375000000000e+01
-2.021484375000000000e+02 1.186523437500000000e+02 -2.182617187500000000e+02 -1.225585937500000000e+02
-4.521484375000000000e+02 2.436523437500000000e+02 -9.326171875000000000e+01 -2.475585937500000000e+02
-3.271484375000000000e+02 5.615234375000000000e+01 -1.557617187500000000e+02 -6.005859375000000000e+01
-7.714843750000000000e+01 1.811523437500000000e+02 -3.076171875000000000e+01 -1.850585937500000000e+02
-1.083984375000000000e+02 7.177734375000000000e+01 -1.401367187500000000e+02 -2.319335937500000000e+02
-3.583984375000000000e+02 1.967773437500000000e+02 -1.513671875000000000e+01 -1.069335937500000000e+02
-4.833984375000000000e+02 9.277343750000000000e+00 -2.026367187500000000e+02 -1.694335937500000000e+02
-2.333984375000000000e+02 1.342773437500000000e+02 -7.763671875000000000e+01 -4.443359375000000000e+01
-1.708984375000000000e+02 4.052734375000000000e+01 -4.638671875000000000e+01 -1.318359375000000000e+01
-4.208984375000000000e+02 1.655273437500000000e+02 -1.713867187500000000e+02 -1.381835937500000000e+02
-2.958984375000000000e+02 1.030273437500000000e+02 -1.088867187500000000e+02 -7.568359375000000000e+01
-4.589843750000000000e+01 2.280273437500000000e+02 -2.338867187500000000e+02 -2.006835937500000000e+02
-6.152343750000000000e+01 9.521484375000000000e+01 -7.324218750000000000e+00 -5.224609375000000000e+01
-3.115234375000000000e+02 2.202148437500000000e+02 -1.323242187500000000e+02 -1.772460937500000000e+02
-4.365234375000000000e+02 3.271484375000000000e+01 -6.982421875000000000e+01 -1.147460937500000000e+02
-1.865234375000000000e+02 1.577148437500000000e+02 -1.948242187500000000e+02 -2.397460937500000000e+02
-2.490234375000000000e+02 1.464843750000000000e+00 -1.635742187500000000e+02 -2.084960937500000000e+02
-4.990234375000000000e+02 1.264648437500000000e+02 -3.857421875000000000e+01 -8.349609375000000000e+01
-3.740234375000000000e+02 6.396484375000000000e+01 -2.260742187500000000e+02 -1.459960937500000000e+02
-1.240234375000000000e+02 1.889648437500000000e+02 -1.010742187500000000e+02 -2.099609375000000000e+01
-9.277343750000000000e+01 4.833984375000000000e+01 -2.416992187500000000e+02 -6.787109375000000000e+01
-3.427734375000000000e+02 1.733398437500000000e+02 -1.166992187500000000e+02 -1.928710937500000000e+02
-4.677734375000000000e+02 1.108398437500000000e+02 -1.791992187500000000e+02 -5.371093750000000000e+00
-2.177734375000000000e+02 2.358398437500000000e+02 -5.419921875000000000e+01 -1.303710937500000000e+02
-1.552734375000000000e+02 7.958984375000000000e+01 -8.544921875000000000e+01 -1.616210937500000000e+02
-4.052734375000000000e+02 2.045898437500000000e+02 -2.104492187500000000e+02 -3.662109375000000000e+01
-2.802734375000000000e+02 1.708984375000000000e+01 -2.294921875000000000e+01 -2.241210937500000000e+02
-3.027343750000000000e+01 1.420898437500000000e+02 -1.479492187500000000e+02 -9.912109375000000000e+01
-2.246093750000000000e+01 9.130859375000000000e+01 -1.987304687500000000e+02 -1.708984375000000000e+01
-2.724609375000000000e+02 2.163085937500000000e+02 -7.373046875000000000e+01 -1.420898437500000000e+02
-3.974609375000000000e+02 2.880859375000000000e+01 -1.362304687500000000e+02 -7.958984375000000000e+01
-1.474609375000000000e+02 1.538085937500000000e+02 -1.123046875000000000e+01 -2.045898437500000000e+02
-2.099609375000000000e+02 6.005859375000000000e+01 -1.049804687500000000e+02 -2.358398437500000000e+02
-4.599609375000000000e+02 1.850585937500000000e+02 -2.299804687500000000e+02 -1.108398437500000000e+02
-3.349609375000000000e+02 1.225585937500000000e+02 -4.248046875000000000e+01 -1.733398437500000000e+02
-8.496093750000000000e+01 2.475585937500000000e+02 -1.674804687500000000e+02 -4.833984375000000000e+01
-1.162109375000000000e+02 1.318359375000000000e+01 -5.810546875000000000e+01 -9.521484375000000000e+01
-3.662109375000000000e+02 1.381835937500000000e+02 -1.831054687500000000e+02 -2.202148437500000000e+02
-4.912109375000000000e+02 7.568359375000000000e+01 -1.206054687500000000e+02 -3.271484375000000000e+01
-2.412109375000000000e+02 2.006835937500000000e+02 -2.456054687500000000e+02 -1.577148437500000000e+02
-1.787109375000000000e+02 1.069335937500000000e+02 -1.518554687500000000e+02 -1.264648437500000000e+02
-4.287109375000000000e+02 2.319335937500000000e+02 -2.685546875000000000e+01 -1.464843750000000000e+00
-3.037109375000000000e+02 4.443359375000000000e+01 -2.143554687500000000e+02 -1.889648437500000000e+02
-5.371093750000000000e+01 1.694335937500000000e+02 -8.935546875000000000e+01 -6.396484375000000000e+01
-3.808593750000000000e+01 3.662109375000000000e+01 -1.752929687500000000e+02 -1.811523437500000000e+02
-2.880859375000000000e+02 1.616210937500000000e+02 -5.029296875000000000e+01 -5.615234375000000000e+01
-4.130859375000000000e+02 9.912109375000000000e+01 -2.377929687500000000e+02 -2.436523437500000000e+02
-1.630859375000000000e+02 2.241210937500000000e+02 -1.127929687500000000e+02 -1.186523437500000000e+02
-2.255859375000000000e+02 6.787109375000000000e+01 -1.904296875000000000e+01 -8.740234375000000000e+01
-4.755859375000000000e+02 1.928710937500000000e+02 -1.440429687500000000e+02 -2.124023437500000000e+02
-3.505859375000000000e+02 5.371093750000000000e+00 -8.154296875000000000e+01 -2.490234375000000000e+01
-1.005859375000000000e+02 1.303710937500000000e+02 -2.065429687500000000e+02 -1.499023437500000000e+02
-6.933593750000000000e+01 1.147460937500000000e+02 -6.591796875000000000e+01 -1.967773437500000000e+02
-3.193359375000000000e+02 2.397460937500000000e+02 -1.909179687500000000e+02 -7.177734375000000000e+01
-4.443359375000000000e+02 5.224609375000000000e+01 -3.417968750000000000e+00 -1.342773437500000000e+02
-1.943359375000000000e+02 1.772460937500000000e+02 -1.284179687500000000e+02 -9.277343750000000000e+00
-1.318359375000000000e+02 2.099609375000000000e+01 -2.221679687500000000e+02 -4.052734375000000000e+01
-3.818359375000000000e+02 1.459960937500000000e+02 -9.716796875000000000e+01 -1.655273437500000000e+02
-2.568359375000000000e+02 8.349609375000000000e+01 -1.596679687500000000e+02 -1.030273437500000000e+02
-6.835937500000000000e+00 2.084960937500000000e+02 -3.466796875000000000e+01 -2.280273437500000000e+02
-4.882812500000000000e+00 4.150390625000000000e+01 -2.250976562500000000e+02 -1.196289062500000000e+02
-2.548828125000000000e+02 1.665039062500000000e+02 -1.000976562500000000e+02 -2.446289062500000000e+02
-3.798828125000000000e+02 1.040039062500000000e+02 -1.625976562500000000e+02 -5.712890625000000000e+01
-1.298828125000000000e+02 2.290039062500000000e+02 -3.759765625000000000e+01 -1.821289062500000000e+02
-1.923828125000000000e+02 7.275390625000000000e+01 -6.884765625000000000e+01 -1.508789062500000000e+02
-4.423828125000000000e+02 1.977539062500000000e+02 -1.938476562500000000e+02 -2.587890625000000000e+01
-3.173828125000000000e+02 1.025390625000000000e+01 -6.347656250000000000e+00 -2.133789062500000000e+02
-6.738281250000000000e+01 1.352539062500000000e+02 -1.313476562500000000e+02 -8.837890625000000000e+01
-9.863281250000000000e+01 1.196289062500000000e+02 -2.197265625000000000e+01 -1.025390625000000000e+01
-3.486328125000000000e+02 2.446289062500000000e+02 -1.469726562500000000e+02 -1.352539062500000000e+02
-4.736328125000000000e+02 5.712890625000000000e+01 -8.447265625000000000e+01 -7.275390625000000000e+01
-2.236328125000000000e+02 1.821289062500000000e+02 -2.094726562500000000e+02 -1.977539062500000000e+02
-1.611328125000000000e+02 2.587890625000000000e+01 -1.782226562500000000e+02 -2.290039062500000000e+02
-4.111328125000000000e+02 1.508789062500000000e+02 -5.322265625000000000e+01 -1.040039062500000000e+02
-2.861328125000000000e+02 8.837890625000000000e+01 -2.407226562500000000e+02 -1.665039062500000000e+02
-3.613281250000000000e+01 2.133789062500000000e+02 -1.157226562500000000e+02 -4.150390625000000000e+01
-5.175781250000000000e+01 8.056640625000000000e+01 -1.547851562500000000e+02 -2.055664062500000000e+02
-3.017578125000000000e+02 2.055664062500000000e+02 -2.978515625000000000e+01 -8.056640625000000000e+01
-4.267578125000000000e+02 1.806640625000000000e+01 -2.172851562500000000e+02 -1.430664062500000000e+02
-1.767578125000000000e+02 1.430664062500000000e+02 -9.228515625000000000e+01 -1.806640625000000000e+01
-2.392578125000000000e+02 4.931640625000000000e+01 -6.103515625000000000e+01 -4.931640625000000000e+01
-4.892578125000000000e+02 1.743164062500000000e+02 -1.860351562500000000e+02 -1.743164062500000000e+02
-3.642578125000000000e+02 1.118164062500000000e+02 -1.235351562500000000e+02 -1.118164062500000000e+02
-1.142578125000000000e+02 2.368164062500000000e+02 -2.485351562500000000e+02 -2.368164062500000000e+02
-8.300781250000000000e+01 2.441406250000000000e+00 -1.079101562500000000e+02 -1.586914062500000000e+02
-3.330078125000000000e+02 1.274414062500000000e+02 -2.329101562500000000e+02 -3.369140625000000000e+01
-4.580078125000000000e+02 6.494140625000000000e+01 -4.541015625000000000e+01 -2.211914062500000000e+02
-2.080078125000000000e+02 1.899414062500000000e+02 -1.704101562500000000e+02 -9.619140625000000000e+01
-1.455078125000000000e+02 9.619140625000000000e+01 -2.016601562500000000e+02 -6.494140625000000000e+01
-3.955078125000000000e+02 2.211914062500000000e+02 -7.666015625000000000e+01 -1.899414062500000000e+02
-2.705078125000000000e+02 3.369140625000000000e+01 -1.391601562500000000e+02 -2.441406250000000000e+00
-2.050781250000000000e+01 1.586914062500000000e+02 -1.416015625000000000e+01 -1.274414062500000000e+02
-2.832031250000000000e+01 1.079101562500000000e+02 -8.056640625000000000e+01 -2.407226562500000000e+02
-2.783203125000000000e+02 2.329101562500000000e+02 -2.055664062500000000e+02 -1.157226562500000000e+02
-4.033203125000000000e+02 4.541015625000000000e+01 -1.806640625000000000e+01 -1.782226562500000000e+02
-1.533203125000000000e+02 1.704101562500000000e+02 -1.430664062500000000e+02 -5.322265625000000000e+01
-2.158203125000000000e+02 1.416015625000000000e+01 -2.368164062500000000e+02 -2.197265625000000000e+01
-4.658203125000000000e+02 1.391601562500000000e+02 -1.118164062500000000e+02 -1.469726562500000000e+02
-3.408203125000000000e+02 7.666015625000000000e+01 -1.743164062500000000e+02 -8.447265625000000000e+01
-9.082031250000000000e+01 2.016601562500000000e+02 -4.931640625000000000e+01 -2.094726562500000000e+02
-1.220703125000000000e+02 6.103515625000000000e+01 -1.586914062500000000e+02 -1.313476562500000000e+02
-3.720703125000000000e+02 1.860351562500000000e+02 -3.369140625000000000e+01 -6.347656250000000000e+00
-4.970703125000000000e+02 1.235351562500000000e+02 -2.211914062500000000e+02 -1.938476562500000000e+02
-2.470703125000000000e+02 2.485351562500000000e+02 -9.619140625000000000e+01 -6.884765625000000000e+01
-1.845703125000000000e+02 9.228515625000000000e+01 -2.441406250000000000e+00 -1.000976562500000000e+02
-4.345703125000000000e+02 2.172851562500000000e+02 -1.274414062500000000e+02 -2.250976562500000000e+02
-3.095703125000000000e+02 2.978515625000000000e+01 -6.494140625000000000e+01 -3.759765625000000000e+01
-5.957031250000000000e+01 1.547851562500000000e+02 -1.899414062500000000e+02 -1.625976562500000000e+02
-4.394531250000000000e+01 2.197265625000000000e+01 -4.150390625000000000e+01 -9.228515625000000000e+01
-2.939453125000000000e+02 1.469726562500000000e+02 -1.665039062500000000e+02 -2.172851562500000000e+02
-4.189453125000000000e+02 8.447265625000000000e+01 -1.040039062500000000e+02 -2.978515625000000000e+01
-1.689453125000000000e+02 2.094726562500000000e+02 -2.290039062500000000e+02 -1.547851562500000000e+02
-2.314453125000000000e+02 1.157226562500000000e+02 -1.352539062500000000e+02 -1.860351562500000000e+02
-4.814453125000000000e+02 2.407226562500000000e+02 -1.025390625000000000e+01 -6.103515625000000000e+01
-3.564453125000000000e+02 5.322265625000000000e+01 -1.977539062500000000e+02 -2.485351562500000000e+02
-1.064453125000000000e+02 1.782226562500000000e+02 -7.275390625000000000e+01 -1.235351562500000000e+02
-7.519531250000000000e+01 6.884765625000000000e+01 -2.133789062500000000e+02 -4.541015625000000000e+01
-3.251953125000000000e+02 1.938476562500000000e+02 -8.837890625000000000e+01 -1.704101562500000000e+02
-4.501953125000000000e+02 6.347656250000000000e+00 -1.508789062500000000e+02 -1.079101562500000000e+02
-2.001953125000000000e+02 1.313476562500000000e+02 -2.587890625000000000e+01 -2.329101562500000000e+02
-1.376953125000000000e+02 3.759765625000000000e+01 -1.196289062500000000e+02 -2.016601562500000000e+02
-3.876953125000000000e+02 1.625976562500000000e+02 -2.446289062500000000e+02 -7.666015625000000000e+01
-2.626953125000000000e+02 1.000976562500000000e+02 -5.712890625000000000e+01 -1.391601562500000000e+02
-1.269531250000000000e+01 2.250976562500000000e+02 -1.821289062500000000e+02 -1.416015625000000000e+01
-8.789062500000000000e+00 7.470703125000000000e+01 -5.126953125000000000e+01 -1.684570312500000000e+02
-2.587890625000000000e+02 1.997070312500000000e+02 -1.762695312500000000e+02 -4.345703125000000000e+01
-3.837890625000000000e+02 1.220703125000000000e+01 -1.137695312500000000e+02 -2.309570312500000000e+02
-1.337890625000000000e+02 1.372070312500000000e+02 -2.387695312500000000e+02 -1.059570312500000000e+02
-1.962890625000000000e+02 4.345703125000000000e+01 -1.450195312500000000e+02 -7.470703125000000000e+01
-4.462890625000000000e+02 1.684570312500000000e+02 -2.001953125000000000e+01 -1.997070312500000000e+02
-3.212890625000000000e+02 1.059570312500000000e+02 -2.075195312500000000e+02 -1.220703125000000000e+01
-7.128906250000000000e+01 2.309570312500000000e+02 -8.251953125000000000e+01 -1.372070312500000000e+02
-1.025390625000000000e+02 2.783203125000000000e+01 -1.918945312500000000e+02 -2.153320312500000000e+02
-3.525390625000000000e+02 1.528320312500000000e+02 -6.689453125000000000e+01 -9.033203125000000000e+01
-4.775390625000000000e+02 9.033203125000000000e+01 -1.293945312500000000e+02 -1.528320312500000000e+02
-2.275390625000000000e+02 2.153320312500000000e+02 -4.394531250000000000e+00 -2.783203125000000000e+01
-1.650390625000000000e+02 1.215820312500000000e+02 -9.814453125000000000e+01 -5.908203125000000000e+01
-4.150390625000000000e+02 2.465820312500000000e+02 -2.231445312500000000e+02 -1.840820312500000000e+02
-2.900390625000000000e+02 5.908203125000000000e+01 -3.564453125000000000e+01 -1.215820312500000000e+02
-4.003906250000000000e+01 1.840820312500000000e+02 -1.606445312500000000e+02 -2.465820312500000000e+02
-5.566406250000000000e+01 5.126953125000000000e+01 -7.470703125000000000e+01 -4.394531250000000000e+00
-3.056640625000000000e+02 1.762695312500000000e+02 -1.997070312500000000e+02 -1.293945312500000000e+02
-4.306640625000000000e+02 1.137695312500000000e+02 -1.220703125000000000e+01 -6.689453125000000000e+01
-1.806640625000000000e+02 2.387695312500000000e+02 -1.372070312500000000e+02 -1.918945312500000000e+02
-2.431640625000000000e+02 8.251953125000000000e+01 -2.309570312500000000e+02 -2.231445312500000000e+02
-4.931640625000000000e+02 2.075195312500000000e+02 -1.059570312500000000e+02 -9.814453125000000000e+01
-3.681640625000000000e+02 2.001953125000000000e+01 -1.684570312500000000e+02 -1.606445312500000000e+02
-1.181640625000000000e+02 1.450195312500000000e+02 -4.345703125000000000e+01 -3.564453125000000000e+01
-8.691406250000000000e+01 9.814453125000000000e+01 -1.840820312500000000e+02 -1.137695312500000000e+02
-3.369140625000000000e+02 2.231445312500000000e+02 -5.908203125000000000e+01 -2.387695312500000000e+02
-4.619140625000000000e+02 3.564453125000000000e+01 -2.465820312500000000e+02 -5.126953125000000000e+01
-2.119140625000000000e+02 1.606445312500000000e+02 -1.215820312500000000e+02 -1.762695312500000000e+02
-1.494140625000000000e+02 4.394531250000000000e+00 -2.783203125000000000e+01 -1.450195312500000000e+02
-3.994140625000000000e+02 1.293945312500000000e+02 -1.528320312500000000e+02 -2.001953125000000000e+01
-2.744140625000000000e+02 6.689453125000000000e+01 -9.033203125000000000e+01 -2.075195312500000000e+02
-2.441406250000000000e+01 1.918945312500000000e+02 -2.153320312500000000e+02 -8.251953125000000000e+01
-1.660156250000000000e+01 8.300781250000000000e+00 -1.254882812500000000e+02 -3.173828125000000000e+01
-2.666015625000000000e+02 1.333007812500000000e+02 -4.882812500000000000e-01 -1.567382812500000000e+02
-3.916015625000000000e+02 7.080078125000000000e+01 -1.879882812500000000e+02 -9.423828125000000000e+01
-1.416015625000000000e+02 1.958007812500000000e+02 -6.298828125000000000e+01 -2.192382812500000000e+02
-2.041015625000000000e+02 1.020507812500000000e+02 -3.173828125000000000e+01 -1.879882812500000000e+02
-4.541015625000000000e+02 2.270507812500000000e+02 -1.567382812500000000e+02 -6.298828125000000000e+01
-3.291015625000000000e+02 3.955078125000000000e+01 -9.423828125000000000e+01 -1.254882812500000000e+02
-7.910156250000000000e+01 1.645507812500000000e+02 -2.192382812500000000e+02 -4.882812500000000000e-01
-1.103515625000000000e+02 8.642578125000000000e+01 -1.098632812500000000e+02 -7.861328125000000000e+01
-3.603515625000000000e+02 2.114257812500000000e+02 -2.348632812500000000e+02 -2.036132812500000000e+02
-4.853515625000000000e+02 2.392578125000000000e+01 -4.736328125000000000e+01 -1.611328125000000000e+01
-2.353515625000000000e+02 1.489257812500000000e+02 -1.723632812500000000e+02 -1.411132812500000000e+02
-1.728515625000000000e+02 5.517578125000000000e+01 -2.036132812500000000e+02 -1.723632812500000000e+02
-4.228515625000000000e+02 1.801757812500000000e+02 -7.861328125000000000e+01 -4.736328125000000000e+01
-2.978515625000000000e+02 1.176757812500000000e+02 -1.411132812500000000e+02 -2.348632812500000000e+02
-4.785156250000000000e+01 2.426757812500000000e+02 -1.611328125000000000e+01 -1.098632812500000000e+02
-3.222656250000000000e+01 1.098632812500000000e+02 -2.426757812500000000e+02 -1.333007812500000000e+02
-2.822265625000000000e+02 2.348632812500000000e+02 -1.176757812500000000e+02 -8.300781250000000000e+00
-4.072265625000000000e+02 4.736328125000000000e+01 -1.801757812500000000e+02 -1.958007812500000000e+02
-1.572265625000000000e+02 1.723632812500000000e+02 -5.517578125000000000e+01 -7.080078125000000000e+01
